"filename", "language", "Dart", "comment", "blank", "total"
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\model\order_place_model.dart", "Dart", 22, 0, 13, 35
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\model\selected_shipping_type.dart", "Dart", 24, 0, 5, 29
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\repo\checkout_repo.dart", "Dart", 117, 0, 24, 141
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\provider\checkout_provider.dart", "Dart", 219, 0, 47, 266
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\view\checkout_screen.dart", "Dart", 245, 0, 39, 284
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\view\digital_payment_order_place.dart", "Dart", 223, 1, 52, 276
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\choose_payment_section.dart", "Dart", 80, 0, 10, 90
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\coupon_apply_widget.dart", "Dart", 59, 0, 8, 67
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\coupon_bottom_sheet.dart", "Dart", 109, 0, 21, 130
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\custom_check_box.dart", "Dart", 49, 0, 4, 53
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\guest_mode_info_picker.dart", "Dart", 65, 0, 10, 75
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\guest_user_contact_information.dart", "Dart", 49, 0, 11, 60
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\offline_payment.dart", "Dart", 65, 0, 10, 75
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\payment_method_bottom_sheet.dart", "Dart", 194, 0, 31, 225
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\proced_button.dart", "Dart", 28, 0, 3, 31
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\product_details_widget.dart", "Dart", 71, 0, 8, 79
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\shipping_details_widget.dart", "Dart", 119, 0, 19, 138
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\shipping_method_bottom_sheet.dart", "Dart", 106, 0, 13, 119
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\wallet_payment.dart", "Dart", 63, 0, 9, 72
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\model\attribute_model.dart", "Dart", 14, 0, 5, 19
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\model\compare_model.dart", "Dart", 37, 0, 11, 48
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\repo\compare_repo.dart", "Dart", 48, 0, 7, 55
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\repo\compare_repo_interface.dart", "Dart", 3, 0, 2, 5
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\service\compare_service.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\service\compare_service_interface.dart", "Dart", 2, 0, 2, 4
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\provider\compare_provider.dart", "Dart", 71, 0, 18, 89
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\view\compare_product_screen.dart", "Dart", 279, 0, 42, 321
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\widget\custom_top_sheet.dart", "Dart", 26, 0, 2, 28
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\contact_us\contact_us.dart", "Dart", 120, 0, 13, 133
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\model\coupon_item_model.dart", "Dart", 115, 0, 18, 133
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\model\coupon_model.dart", "Dart", 92, 0, 5, 97
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\repo\coupon_repo.dart", "Dart", 40, 0, 6, 46
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\repo\coupon_repo_interface.dart", "Dart", 3, 0, 2, 5
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\service\coupon_service.dart", "Dart", 0, 0, 1, 1
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\service\coupon_service_interface.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\provider\coupon_provider.dart", "Dart", 96, 0, 22, 118
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\view\coupon_screen.dart", "Dart", 48, 0, 6, 54
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\widget\coupon_item.dart", "Dart", 114, 0, 16, 130
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\dashboard\dashboard_screen.dart", "Dart", 128, 0, 32, 160
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\model\featured_deal_model.dart", "Dart", 9, 0, 11, 20
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\model\flash_deal_model.dart", "Dart", 66, 0, 5, 71
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\deal_repo_interface.dart", "Dart", 0, 0, 1, 1
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\featured_deal_repo.dart", "Dart", 17, 0, 3, 20
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\flash_deal_repo.dart", "Dart", 24, 0, 3, 27
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\service\deal_service.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\service\deal_service_interface.dart", "Dart", 2, 0, 2, 4
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\provider\featured_deal_provider.dart", "Dart", 29, 0, 9, 38
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\provider\flash_deal_provider.dart", "Dart", 56, 0, 9, 65
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\view\featured_deal_screen.dart", "Dart", 20, 0, 2, 22
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\view\flash_deal_screen.dart", "Dart", 31, 0, 12, 43
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\featured_deal_card.dart", "Dart", 116, 1, 22, 139
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\featured_deal_view.dart", "Dart", 54, 0, 9, 63
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\flash_deal_card.dart", "Dart", 91, 0, 22, 113
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\flash_deals_view.dart", "Dart", 161, 1, 26, 188
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\guest\track_order.dart", "Dart", 69, 0, 10, 79
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\model\more_store_model.dart", "Dart", 67, 0, 7, 74
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\model\shop_again_from_recent_store_model.dart", "Dart", 68, 0, 11, 79
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\featured_product_shimmer.dart", "Dart", 84, 0, 9, 93
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\flash_deal_shimmer.dart", "Dart", 104, 0, 13, 117
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\latest_product_shimmer.dart", "Dart", 33, 0, 4, 37
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\order_again_shimmer.dart", "Dart", 67, 0, 14, 81
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\order_details_shimmer.dart", "Dart", 69, 0, 35, 104
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\product_details_shimmer.dart", "Dart", 80, 0, 46, 126
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\recommended_product_shimmer.dart", "Dart", 46, 0, 9, 55
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\top_store_shimmer.dart", "Dart", 62, 0, 14, 76
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\transaction_shimmer.dart", "Dart", 26, 0, 3, 29
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\wallet_bonus_shimmer.dart", "Dart", 82, 0, 19, 101
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\aster_theme_home_page.dart", "Dart", 358, 16, 86, 460
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\fashion_theme_home_page.dart", "Dart", 351, 13, 87, 451
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\home_screens.dart", "Dart", 309, 11, 69, 389
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\announcement.dart", "Dart", 32, 0, 4, 36
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\find_what_you_need_shimmer.dart", "Dart", 74, 0, 11, 85
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\find_what_you_need_view.dart", "Dart", 121, 0, 15, 136
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\more_store_view.dart", "Dart", 28, 0, 4, 32
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\more_store_widget.dart", "Dart", 91, 0, 10, 101
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\order_again_view.dart", "Dart", 113, 0, 15, 128
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\cart_widget_home_page.dart", "Dart", 59, 0, 5, 64
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\fashion_theme\most_demanded_product.dart", "Dart", 99, 0, 15, 114
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\fashion_theme\shop_again_from_your_recent_store.dart", "Dart", 22, 0, 4, 26
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\just_for_you\just_for_you.dart", "Dart", 36, 0, 8, 44
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\just_for_you\just_for_you_product_card.dart", "Dart", 94, 2, 24, 120
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\marque_text.dart", "Dart", 51, 0, 7, 58
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\search_widget_home_page.dart", "Dart", 35, 0, 6, 41
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\shop_again_from_recent_store_card.dart", "Dart", 80, 0, 7, 87
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\shop_again_from_recent_store_list_view.dart", "Dart", 27, 0, 3, 30
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\controllers\location_controller.dart", "Dart", 178, 0, 31, 209
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\domain\models\place_details_model.dart", "Dart", 206, 0, 28, 234
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\domain\models\prediction_model.dart", "Dart", 29, 0, 3, 32
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\domain\repos\contracts\location_repository_interface.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\domain\repos\location_repository.dart", "Dart", 34, 0, 8, 42
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\domain\service\location_service.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\view\select_location_screen.dart", "Dart", 95, 0, 13, 108
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\location\widget\location_search_dialog.dart", "Dart", 55, 0, 3, 58
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\domain\model\loyalty_point_model.dart", "Dart", 140, 0, 12, 152
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\domain\repo\loyalty_point_repo.dart", "Dart", 28, 0, 4, 32
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\domain\service\loyalty_poin_service.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\domain\service\loyalty_point_service_interface.dart", "Dart", 2, 0, 2, 4
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\provider\loyalty_point_provider.dart", "Dart", 65, 0, 17, 82
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\view\loyalty_point_screen.dart", "Dart", 75, 0, 6, 81
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\widget\how_to_use_dialog.dart", "Dart", 62, 0, 18, 80
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\widget\loyalty_point_converter_dialogue.dart", "Dart", 125, 0, 22, 147
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\widget\loyalty_point_list.dart", "Dart", 60, 0, 11, 71
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\widget\loyalty_point_top_card.dart", "Dart", 79, 0, 10, 89
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\loyaltyPoint\widget\loyalty_point_widget.dart", "Dart", 60, 0, 11, 71
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\maintenance\maintenance_screen.dart", "Dart", 23, 0, 6, 29
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\more\faq_screen.dart", "Dart", 50, 0, 6, 56
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\more\more_screen.dart", "Dart", 277, 0, 64, 341
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\more\widget\html_view_screen.dart", "Dart", 32, 0, 2, 34
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\more\widget\more_header_section.dart", "Dart", 77, 0, 8, 85
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\more\widget\more_horizontal_section.dart", "Dart", 64, 0, 10, 74
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\domain\model\notification_model.dart", "Dart", 82, 0, 13, 95
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\domain\repo\notification_repo.dart", "Dart", 25, 0, 2, 27
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\domain\service\notification_service.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\domain\service\notification_service_interface.dart", "Dart", 2, 0, 1, 3
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\provider\notification_provider.dart", "Dart", 32, 0, 7, 39
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\view\notification_screen.dart", "Dart", 134, 0, 9, 143
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\notification\widget\notification_dialog.dart", "Dart", 42, 0, 9, 51
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\offer\offers_screen.dart", "Dart", 64, 0, 7, 71
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\offline_payment\domain\model\offline_payment_model.dart", "Dart", 69, 0, 17, 86
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\offline_payment\view\offline_payment.dart", "Dart", 128, 0, 18, 146
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\offline_payment\widget\offline_card.dart", "Dart", 62, 0, 5, 67
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\onboarding\domain\model\onboarding_model.dart", "Dart", 9, 0, 3, 12
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\onboarding\domain\repo\onboarding_repo.dart", "Dart", 37, 0, 3, 40
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\onboarding\domain\repo\onboarding_repo_interface.dart", "Dart", 3, 0, 2, 5
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\onboarding\provider\onboarding_provider.dart", "Dart", 27, 0, 7, 34
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\onboarding\view\onboarding_screen.dart", "Dart", 97, 0, 11, 108
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\model\order_details_model.dart", "Dart", 153, 0, 12, 165
"g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\model\order_model.dart", "Dart", 437, 0, 52, 489
